Estado,Municipio,CP,vxm2
QUINTANA ROO ,SOLIDARIDAD ,77714,10553
QUINTANA ROO ,SOLIDARIDAD ,77716,16711
QUINTANA ROO ,SOLIDARIDAD ,77717,22206
QUINTANA ROO ,SOLIDARIDAD ,77720,38295
QUINTANA ROO ,SOLIDARIDAD ,77723,9920
QUINTANA ROO ,SOLIDARIDAD ,77724,9312
QUINTANA ROO ,SOLIDARIDAD ,77725,11231
QUINTANA ROO ,SOLIDARIDAD ,77726,8780
QUINTANA ROO ,SOLIDARIDAD ,77727,13394
QUINTANA ROO ,SOLIDARIDAD ,77733,15300
QUINTANA ROO ,SOLIDARIDAD ,77780,11900
QUINTANA ROO ,SOLIDARIDAD ,77782,7102
QUINTANA ROO ,TULUM ,77760,12636
SAN LUIS POTOSI ,CARDENAS ,79380,7570
SAN LUIS POTOSI ,CARDENAS ,79384,11894
SAN LUIS POTOSI ,CARDENAS ,79385,4889
SAN LUIS POTOSI ,CEDRAL ,78520,5207
SAN LUIS POTOSI ,CERRITOS ,79440,6650
SAN LUIS POTOSI ,CERRITOS ,79444,8410
SAN LUIS POTOSI ,CERRO DE SAN PEDRO ,78440,8060
SAN LUIS POTOSI ,CERRO DE SAN PEDRO ,78448,5993
SAN LUIS POTOSI ,CHARCAS ,78597,6233
SAN LUIS POTOSI ,CIUDAD DEL MAIZ ,79323,5727
SAN LUIS POTOSI ,CIUDAD FERNANDEZ ,79650,6256
SAN LUIS POTOSI ,CIUDAD FERNANDEZ ,79653,6692
SAN LUIS POTOSI ,CIUDAD FERNANDEZ ,79654,6929
SAN LUIS POTOSI ,CIUDAD FERNANDEZ ,79655,6383
SAN LUIS POTOSI ,CIUDAD FERNANDEZ ,79676,5518
SAN LUIS POTOSI ,CIUDAD VALLES ,78080,8375
SAN LUIS POTOSI ,CIUDAD VALLES ,79010,6237
SAN LUIS POTOSI ,CIUDAD VALLES ,79019,5353
SAN LUIS POTOSI ,CIUDAD VALLES ,79020,6312
SAN LUIS POTOSI ,CIUDAD VALLES ,79028,6587
SAN LUIS POTOSI ,CIUDAD VALLES ,79030,5766
SAN LUIS POTOSI ,CIUDAD VALLES ,79034,7438
SAN LUIS POTOSI ,CIUDAD VALLES ,79040,6405
SAN LUIS POTOSI ,CIUDAD VALLES ,79050,6674
SAN LUIS POTOSI ,CIUDAD VALLES ,79058,5101
SAN LUIS POTOSI ,CIUDAD VALLES ,79060,5890
SAN LUIS POTOSI ,CIUDAD VALLES ,79064,7000
SAN LUIS POTOSI ,CIUDAD VALLES ,79068,6126
SAN LUIS POTOSI ,CIUDAD VALLES ,79069,6398
SAN LUIS POTOSI ,CIUDAD VALLES ,79080,6406
SAN LUIS POTOSI ,CIUDAD VALLES ,79083,5218
SAN LUIS POTOSI ,CIUDAD VALLES ,79084,6960
SAN LUIS POTOSI ,CIUDAD VALLES ,79085,5852
SAN LUIS POTOSI ,CIUDAD VALLES ,79092,6139
SAN LUIS POTOSI ,CIUDAD VALLES ,79093,7722
SAN LUIS POTOSI ,CIUDAD VALLES ,79094,6244
SAN LUIS POTOSI ,CIUDAD VALLES ,79095,6514
SAN LUIS POTOSI ,CIUDAD VALLES ,79097,6603
SAN LUIS POTOSI ,CIUDAD VALLES ,79098,5472
SAN LUIS POTOSI ,CIUDAD VALLES ,79099,10376
SAN LUIS POTOSI ,CIUDAD VALLES ,79204,5221
SAN LUIS POTOSI ,CIUDAD VALLES ,79232,6305
SAN LUIS POTOSI ,CIUDAD VALLES ,79250,8041
SAN LUIS POTOSI ,CIUDAD VALLES ,79253,5007
SAN LUIS POTOSI ,CIUDAD VALLES ,79264,5178
SAN LUIS POTOSI ,EBANO ,79110,11451
SAN LUIS POTOSI ,EBANO ,79120,7167
SAN LUIS POTOSI ,EBANO ,79140,7774
SAN LUIS POTOSI ,EBANO ,79152,5564
SAN LUIS POTOSI ,EBANO ,79153,5942
SAN LUIS POTOSI ,EBANO ,79180,6253
SAN LUIS POTOSI ,EL NARANJO ,79303,5612
SAN LUIS POTOSI ,EL NARANJO ,79306,8774
SAN LUIS POTOSI ,EL NARANJO ,79316,6180
SAN LUIS POTOSI ,HUEHUETLAN ,79890,5272
SAN LUIS POTOSI ,MATEHUALA ,78700,5213
SAN LUIS POTOSI ,MATEHUALA ,78715,5363
SAN LUIS POTOSI ,MATEHUALA ,78720,4957
SAN LUIS POTOSI ,MATEHUALA ,78724,5896
SAN LUIS POTOSI ,MATEHUALA ,78725,4826
SAN LUIS POTOSI ,MATEHUALA ,78726,7512
SAN LUIS POTOSI ,MATEHUALA ,78730,6506
SAN LUIS POTOSI ,MATEHUALA ,78740,5601
SAN LUIS POTOSI ,MATEHUALA ,78745,5657
SAN LUIS POTOSI ,MATEHUALA ,78750,4938
SAN LUIS POTOSI ,MATEHUALA ,78759,8912
SAN LUIS POTOSI ,MATEHUALA ,78760,8748
SAN LUIS POTOSI ,MATEHUALA ,78779,6221
SAN LUIS POTOSI ,MATEHUALA ,78783,5878
SAN LUIS POTOSI ,MATEHUALA ,78784,7080
SAN LUIS POTOSI ,MATEHUALA ,78785,4760
SAN LUIS POTOSI ,MATEHUALA ,78789,6357
SAN LUIS POTOSI ,MATEHUALA ,78790,6169
SAN LUIS POTOSI ,MATEHUALA ,78796,6690
SAN LUIS POTOSI ,MATEHUALA ,78812,6224
SAN LUIS POTOSI ,MATEHUALA ,78819,5375
SAN LUIS POTOSI ,MATLAPA ,79974,6483
SAN LUIS POTOSI ,RIO VERDE ,79604,7412
SAN LUIS POTOSI ,RIO VERDE ,79610,6859
SAN LUIS POTOSI ,RIO VERDE ,79613,6152
SAN LUIS POTOSI ,RIO VERDE ,79616,6364
SAN LUIS POTOSI ,RIO VERDE ,79617,6549
SAN LUIS POTOSI ,RIO VERDE ,79618,5975
SAN LUIS POTOSI ,RIO VERDE ,79619,5166
SAN LUIS POTOSI ,RIO VERDE ,79624,5241
SAN LUIS POTOSI ,RIO VERDE ,79625,5780
SAN LUIS POTOSI ,RIO VERDE ,79626,4337
SAN LUIS POTOSI ,SALINAS ,78622,6612
SAN LUIS POTOSI ,SAN LUIS POTOSI ,76815,12992
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78038,5583
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78040,5718
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78049,6382
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78100,6854
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78109,6808
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78110,7719
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78116,7379
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78117,6166
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78120,7100
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78130,6695
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78133,7047
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78135,7869
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78136,7276
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78137,6836
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78140,7713
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78143,6901
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78144,6726
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78146,7191
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78147,4410
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78148,9078
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78150,6959
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78153,9177
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78154,7560
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78165,8630
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78170,7252
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78174,8522
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78175,7024
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78176,5257
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78180,7737
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78183,10573
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78200,12885
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78209,12945
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78210,12280
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78214,11715
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78215,12875
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78216,10719
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78218,11092
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78220,12135
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78230,8921
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78234,9229
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78235,8095
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78238,11166
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78239,8703
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78240,11737
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78250,9894
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78260,11305
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78270,11600
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78280,9792
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78290,10366
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78294,11738
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78295,14304
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78296,12350
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78300,7668
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78308,8021
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78309,8251
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78310,6627
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78318,7200
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78320,8804
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78338,10000
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78339,7549
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78340,5639
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78349,7400
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78350,9601
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78358,8050
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78360,7589
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78364,8565
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78367,6090
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78369,9968
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78370,6621
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78377,5993
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78378,7027
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78379,5134
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78380,5969
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78384,5060
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78385,8568
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78387,7900
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78388,9319
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78389,7690
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78390,6854
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78394,6538
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78395,7765
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78396,7205
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78397,7872
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78398,7403
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78399,7279
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78400,8409
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78413,10270
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78414,6565
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78415,6557
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78420,6024
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78421,7860
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78423,7229
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78430,8555
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78433,7308
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78436,9360
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78455,8229
SAN LUIS POTOSI ,SAN LUIS POTOSI ,78457,8229
SAN LUIS POTOSI ,SANTA MARIA DEL RIO ,79560,5904
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78396,7939
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78430,7535
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78432,5471
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78433,6966
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78434,6627
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78435,7039
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78436,6905
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78437,7754
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78438,6887
SAN LUIS POTOSI ,SOLEDAD DE GRACIANO SANCHEZ ,78439,7127
SAN LUIS POTOSI ,TAMAZUNCHALE ,79960,5098
SAN LUIS POTOSI ,TAMAZUNCHALE ,79964,4832
SAN LUIS POTOSI ,TAMUIN ,79200,5393
SAN LUIS POTOSI ,TAMUIN ,79205,6748
SAN LUIS POTOSI ,TAMUIN ,79206,6178
SAN LUIS POTOSI ,TAMUIN ,79207,5500
SAN LUIS POTOSI ,TAMUIN ,79208,3392
SAN LUIS POTOSI ,VENADO ,78920,8655
SAN LUIS POTOSI ,VILLA DE LA PAZ ,78830,5974
SAN LUIS POTOSI ,VILLA DE LA PAZ ,78835,5577
SAN LUIS POTOSI ,VILLA DE REYES ,79500,7362
SAN LUIS POTOSI ,VILLA DE REYES ,79505,4599
SAN LUIS POTOSI ,VILLA DE REYES ,79526,7250
SAN LUIS POTOSI ,VILLA HIDALGO ,78960,5018
SINALOA ,AHOME ,80143,7463
SINALOA ,AHOME ,81110,10338
SINALOA ,AHOME ,81200,6397
SINALOA ,AHOME ,81215,9526
SINALOA ,AHOME ,81220,5323
SINALOA ,AHOME ,81223,10126
SINALOA ,AHOME ,81228,10093
SINALOA ,AHOME ,81229,5346
SINALOA ,AHOME ,81230,7795
SINALOA ,AHOME ,81233,6293
SINALOA ,AHOME ,81234,8231
SINALOA ,AHOME ,81236,4646
SINALOA ,AHOME ,81237,4530
SINALOA ,AHOME ,81240,10184
SINALOA ,AHOME ,81245,9090
SINALOA ,AHOME ,81248,7978
SINALOA ,AHOME ,81249,6503
SINALOA ,AHOME ,81256,5492
SINALOA ,AHOME ,81257,5361
SINALOA ,AHOME ,81259,5803
SINALOA ,AHOME ,81260,8517
SINALOA ,AHOME ,81263,7057
SINALOA ,AHOME ,81270,8339
SINALOA ,AHOME ,81271,7826
SINALOA ,AHOME ,81278,7577
SINALOA ,AHOME ,81280,8470
SINALOA ,AHOME ,81285,7941
SINALOA ,AHOME ,81290,9107
SINALOA ,AHOME ,81293,8705
SINALOA ,AHOME ,81294,7905
SINALOA ,AHOME ,81295,8340
SINALOA ,AHOME ,81304,3390
SINALOA ,AHOME ,81315,3908
SINALOA ,AHOME ,81363,4421
SINALOA ,AHOME ,81364,5784
SINALOA ,AHOME ,81373,5819
SINALOA ,AHOME ,81379,13391
SINALOA ,AHOME ,81386,4918
SINALOA ,AHOME ,82190,6293
SINALOA ,ANGOSTURA ,81600,4981
SINALOA ,ANGOSTURA ,81680,4866
SINALOA ,COSALA ,80700,6874
SINALOA ,CULIACAN ,80010,7345
SINALOA ,CULIACAN ,80013,6112
SINALOA ,CULIACAN ,80014,8514
SINALOA ,CULIACAN ,80015,6287
SINALOA ,CULIACAN ,80016,11825
SINALOA ,CULIACAN ,80017,6112
SINALOA ,CULIACAN ,80018,6929
SINALOA ,CULIACAN ,80019,7791
SINALOA ,CULIACAN ,80020,9721
SINALOA ,CULIACAN ,80025,8327
SINALOA ,CULIACAN ,80027,11609
SINALOA ,CULIACAN ,80028,8804
SINALOA ,CULIACAN ,80029,9158
SINALOA ,CULIACAN ,80030,7733
SINALOA ,CULIACAN ,80040,15807
SINALOA ,CULIACAN ,80050,9384
SINALOA ,CULIACAN ,80054,9900
SINALOA ,CULIACAN ,80055,8406
SINALOA ,CULIACAN ,80058,9198
SINALOA ,CULIACAN ,80059,11076
SINALOA ,CULIACAN ,80060,10160
SINALOA ,CULIACAN ,80063,13420
SINALOA ,CULIACAN ,80064,2613
SINALOA ,CULIACAN ,80065,13027
SINALOA ,CULIACAN ,80080,9604
SINALOA ,CULIACAN ,80088,7044
SINALOA ,CULIACAN ,80104,14310
SINALOA ,CULIACAN ,80105,7370
SINALOA ,CULIACAN ,80110,5483
SINALOA ,CULIACAN ,80120,9623
SINALOA ,CULIACAN ,80128,7055
SINALOA ,CULIACAN ,80129,9802
SINALOA ,CULIACAN ,80130,7263
SINALOA ,CULIACAN ,80140,9222
SINALOA ,CULIACAN ,80143,7179
SINALOA ,CULIACAN ,80144,7944
SINALOA ,CULIACAN ,80145,8027
SINALOA ,CULIACAN ,80150,6618
SINALOA ,CULIACAN ,80155,9960
SINALOA ,CULIACAN ,80159,5285
SINALOA ,CULIACAN ,80160,5925
SINALOA ,CULIACAN ,80170,8719
SINALOA ,CULIACAN ,80176,11907
SINALOA ,CULIACAN ,80177,12028
SINALOA ,CULIACAN ,80178,4448
SINALOA ,CULIACAN ,80179,4783
SINALOA ,CULIACAN ,80180,7884
SINALOA ,CULIACAN ,80184,8326
SINALOA ,CULIACAN ,80189,5752
SINALOA ,CULIACAN ,80190,6620
SINALOA ,CULIACAN ,80194,7141
SINALOA ,CULIACAN ,80197,7914
SINALOA ,CULIACAN ,80199,9349
SINALOA ,CULIACAN ,80200,9192
SINALOA ,CULIACAN ,80220,9970
SINALOA ,CULIACAN ,80227,15137
SINALOA ,CULIACAN ,80228,16532
SINALOA ,CULIACAN ,80230,4924
SINALOA ,CULIACAN ,80240,7089
SINALOA ,CULIACAN ,80246,6177
SINALOA ,CULIACAN ,80247,9007
SINALOA ,CULIACAN ,80248,6540
SINALOA ,CULIACAN ,80249,3918
SINALOA ,CULIACAN ,80260,4376
SINALOA ,CULIACAN ,80270,5970
SINALOA ,CULIACAN ,80279,6034
SINALOA ,CULIACAN ,80280,6132
SINALOA ,CULIACAN ,80290,7170
SINALOA ,CULIACAN ,80295,6877
SINALOA ,CULIACAN ,80296,7967
SINALOA ,CULIACAN ,80297,6005
SINALOA ,CULIACAN ,80298,5257
SINALOA ,CULIACAN ,80300,7933
SINALOA ,CULIACAN ,80303,8308
SINALOA ,CULIACAN ,80308,5753
SINALOA ,CULIACAN ,80396,6185
SINALOA ,CULIACAN ,80408,8180
SINALOA ,CULIACAN ,80430,6113
SINALOA ,CULIACAN ,80450,6822
SINALOA ,CULIACAN ,80485,7722
SINALOA ,EL FUERTE ,81820,8000
SINALOA ,EL FUERTE ,81890,4280
SINALOA ,EL FUERTE ,81893,4905
SINALOA ,EL ROSARIO ,82807,8260
SINALOA ,ELOTA ,82703,7280
SINALOA ,ELOTA ,82704,6580
SINALOA ,ELOTA ,82707,6830
SINALOA ,ELOTA ,82708,6409
SINALOA ,ELOTA ,82770,4830
SINALOA ,ESCUINAPA ,82400,7209
SINALOA ,ESCUINAPA ,82459,8567
SINALOA ,ESCUINAPA ,82470,6249
SINALOA ,GUASAVE ,80150,7480
SINALOA ,GUASAVE ,81000,5193
SINALOA ,GUASAVE ,81015,5390
SINALOA ,GUASAVE ,81020,6116
SINALOA ,GUASAVE ,81028,5677
SINALOA ,GUASAVE ,81029,6517
SINALOA ,GUASAVE ,81040,5337
SINALOA ,GUASAVE ,81045,7706
SINALOA ,GUASAVE ,81048,8001
SINALOA ,GUASAVE ,81065,3572
SINALOA ,GUASAVE ,81066,4299
SINALOA ,GUASAVE ,81101,5538
SINALOA ,GUASAVE ,81110,4803
SINALOA ,GUASAVE ,81120,3957
SINALOA ,GUASAVE ,81122,4231
SINALOA ,GUASAVE ,81140,3550
SINALOA ,GUASAVE ,81149,4660
SINALOA ,GUASAVE ,81197,8297
SINALOA ,MAZATLAN ,82000,7489
SINALOA ,MAZATLAN ,82010,9315
SINALOA ,MAZATLAN ,82014,6145
SINALOA ,MAZATLAN ,82070,8290
SINALOA ,MAZATLAN ,82090,8148
SINALOA ,MAZATLAN ,82100,15286
SINALOA ,MAZATLAN ,82103,18505
SINALOA ,MAZATLAN ,82110,14068
SINALOA ,MAZATLAN ,82112,16883
SINALOA ,MAZATLAN ,82113,16700
SINALOA ,MAZATLAN ,82120,11901
SINALOA ,MAZATLAN ,82123,10207
SINALOA ,MAZATLAN ,82124,11964
SINALOA ,MAZATLAN ,82125,9038
SINALOA ,MAZATLAN ,82126,9153
SINALOA ,MAZATLAN ,82127,7539
SINALOA ,MAZATLAN ,82128,8209
SINALOA ,MAZATLAN ,82129,9245
SINALOA ,MAZATLAN ,82132,8202
SINALOA ,MAZATLAN ,82133,8316
SINALOA ,MAZATLAN ,82134,6909
SINALOA ,MAZATLAN ,82136,7782
SINALOA ,MAZATLAN ,82138,4859
SINALOA ,MAZATLAN ,82139,9072
SINALOA ,MAZATLAN ,82140,10506
SINALOA ,MAZATLAN ,82149,11969
SINALOA ,MAZATLAN ,82150,7738
SINALOA ,MAZATLAN ,82153,6137
SINALOA ,MAZATLAN ,82154,8740
SINALOA ,MAZATLAN ,82157,10746
SINALOA ,MAZATLAN ,82158,5953
SINALOA ,MAZATLAN ,82160,5712
SINALOA ,MAZATLAN ,82164,6607
SINALOA ,MAZATLAN ,82165,6573
SINALOA ,MAZATLAN ,82170,8730
SINALOA ,MAZATLAN ,82180,6410
SINALOA ,MAZATLAN ,82187,6587
SINALOA ,MAZATLAN ,82190,8776
SINALOA ,MAZATLAN ,82195,8095
SINALOA ,MAZATLAN ,82198,6891
SINALOA ,MAZATLAN ,82199,7474
SINALOA ,MAZATLAN ,82200,4360
SINALOA ,MAZATLAN ,82214,6200
SINALOA ,MAZATLAN ,82217,5974
SINALOA ,MOCORITO ,80950,5728
SINALOA ,NAVOLATO ,80320,7426
SINALOA ,NAVOLATO ,80322,6326
SINALOA ,NAVOLATO ,80323,6796
SINALOA ,NAVOLATO ,80324,5886
SINALOA ,NAVOLATO ,80327,4768
SINALOA ,NAVOLATO ,80330,4358
SINALOA ,NAVOLATO ,80339,2993
SINALOA ,NAVOLATO ,80349,5628
SINALOA ,NAVOLATO ,80363,13033
SINALOA ,NAVOLATO ,80370,6346
SINALOA ,NAVOLATO ,80376,6950
SINALOA ,NAVOLATO ,80378,6993
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81410,8413
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81420,5971
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81430,5610
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81440,5354
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81448,8047
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81450,8127
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81460,6681
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81470,6784
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81474,4507
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81475,7800
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81479,6237
SINALOA ,SALVADOR ALVARADO (GUAMUCHIL) ,81490,7242
SINALOA ,SAN IGNACIO ,82910,5084
SINALOA ,SINALOA ,81910,4850
SONORA ,AGUA PRIETA ,84210,6834
SONORA ,AGUA PRIETA ,84213,5596
SONORA ,AGUA PRIETA ,84230,5816
SONORA ,AGUA PRIETA ,84240,7884
SONORA ,AGUA PRIETA ,84250,4635
SONORA ,AGUA PRIETA ,84269,6290
SONORA ,AGUA PRIETA ,84279,5010
SONORA ,ALAMOS ,85760,5487
SONORA ,ALAMOS ,85766,5429
SONORA ,BACUM ,85265,3874
SONORA ,BENITO JUAREZ ,85290,4716
SONORA ,CABORCA ,83600,8168
SONORA ,CABORCA ,83610,5660
SONORA ,CABORCA ,83620,3364
SONORA ,CABORCA ,83624,5915
SONORA ,CABORCA ,83630,5553
SONORA ,CABORCA ,83634,6123
SONORA ,CABORCA ,83650,5869
SONORA ,CABORCA ,83660,6983
SONORA ,CABORCA ,83663,4900
SONORA ,CABORCA ,83664,6560
SONORA ,CABORCA ,83666,5919
SONORA ,CABORCA ,83670,6700
SONORA ,CABORCA ,83680,9200
SONORA ,CABORCA ,83690,5288
SONORA ,CABORCA ,83725,7612
SONORA ,CAJEME ,85000,6792
SONORA ,CAJEME ,85010,10550
SONORA ,CAJEME ,85019,9877
SONORA ,CAJEME ,85020,6356
SONORA ,CAJEME ,85023,6595
SONORA ,CAJEME ,85037,11990
SONORA ,CAJEME ,85038,7999
SONORA ,CAJEME ,85039,10631
SONORA ,CAJEME ,85040,14800
SONORA ,CAJEME ,85050,5960
SONORA ,CAJEME ,85053,6024
SONORA ,CAJEME ,85060,5032
SONORA ,CAJEME ,85063,6795
SONORA ,CAJEME ,85064,6999
SONORA ,CAJEME ,85070,8883
SONORA ,CAJEME ,85080,5956
SONORA ,CAJEME ,85090,5029
SONORA ,CAJEME ,85095,5495
SONORA ,CAJEME ,85096,6441
SONORA ,CAJEME ,85097,6791
SONORA ,CAJEME ,85098,7129
SONORA ,CAJEME ,85099,7457
SONORA ,CAJEME ,85100,7704
SONORA ,CAJEME ,85110,8671
SONORA ,CAJEME ,85120,7246
SONORA ,CAJEME ,85130,10123
SONORA ,CAJEME ,85134,8431
SONORA ,CAJEME ,85136,7376
SONORA ,CAJEME ,85137,9435
SONORA ,CAJEME ,85138,7561
SONORA ,CAJEME ,85140,7396
SONORA ,CAJEME ,85144,8108
SONORA ,CAJEME ,85150,6801
SONORA ,CAJEME ,85154,7850
SONORA ,CAJEME ,85160,6341
SONORA ,CAJEME ,85167,5835
SONORA ,CAJEME ,85168,8383
SONORA ,CAJEME ,85170,6297
SONORA ,CAJEME ,85180,5678
SONORA ,CAJEME ,85190,5523
SONORA ,CAJEME ,85194,4699
SONORA ,CAJEME ,85195,5106
SONORA ,CAJEME ,85196,5481
SONORA ,CAJEME ,85197,5777
SONORA ,CAJEME ,85198,5144
SONORA ,CAJEME ,85199,8160
SONORA ,CAJEME ,85200,3866
SONORA ,CAJEME ,85203,5226
SONORA ,CAJEME ,85204,4732
SONORA ,CAJEME ,85209,4326
SONORA ,CAJEME ,85210,6268
SONORA ,CAJEME ,85219,5498
SONORA ,CAJEME ,85843,7200
SONORA ,CANANEA ,84623,6975
SONORA ,CANANEA ,84624,6760
SONORA ,CARBO ,83380,2704
SONORA ,CUMPAS ,84500,4667
SONORA ,EMPALME ,85319,5737
SONORA ,EMPALME ,85330,5798
SONORA ,EMPALME ,85338,5131
SONORA ,EMPALME ,85340,5113
SONORA ,EMPALME ,85350,4258
SONORA ,EMPALME ,85360,6205
SONORA ,EMPALME ,85370,6082
SONORA ,EMPALME ,85380,5774
SONORA ,EMPALME ,85385,5835
SONORA ,EMPALME ,85386,4678
SONORA ,EMPALME ,85388,5580
